age,workclass,education,education_num,marital_status,occupation,sex,hours_per_week
51,57,8,7,41,38,39,40
23,57,3,3,44,49,39,40
23,57,10,9,44,9,39,40
27,57,13,11,41,0,19,40
37,57,14,10,11,69,19,40
22,57,14,10,44,69,19,40
21,57,14,10,44,49,19,35
24,57,13,11,44,0,19,40
49,37,15,13,41,58,39,50
49,64,10,9,41,9,39,50
45,37,10,9,41,71,39,40
37,57,10,9,41,0,19,40
18,57,14,10,44,61,19,25
19,57,14,10,44,0,19,40
54,57,10,9,41,38,19,40
27,57,14,10,11,9,19,40
46,57,12,12,41,9,39,40
30,57,14,10,11,0,19,40
46,57,6,5,41,49,39,40
36,57,14,10,41,61,39,45
42,57,10,9,11,0,19,35
37,57,10,9,41,9,39,40
29,57,14,10,41,9,39,42
58,63,10,9,11,61,39,50
39,57,12,12,11,16,19,35
40,57,14,10,41,61,39,60
54,57,6,5,65,9,39,40
37,57,10,9,44,49,19,40
19,57,8,7,44,38,39,10
56,57,14,10,41,9,39,50
65,57,10,9,44,9,39,40
43,37,15,13,41,58,39,40
44,57,14,10,41,9,39,40
45,57,14,10,41,49,39,40
46,57,14,10,11,0,19,40
47,57,14,10,77,49,19,35
54,57,14,10,41,9,39,45
57,67,14,10,11,58,19,40
53,57,14,10,41,58,39,40
43,57,10,9,41,25,39,40
47,57,13,11,41,49,39,40
34,57,10,9,41,61,39,45
45,57,14,10,41,9,39,40
31,57,15,13,41,16,39,40
29,57,14,10,44,61,39,55
56,57,15,13,41,16,39,42
24,67,10,9,44,0,19,20
64,18,5,4,77,49,19,30
35,57,10,9,11,58,19,40
47,67,14,10,41,58,39,50
32,57,13,11,11,16,19,50
23,57,7,6,44,38,19,40
39,57,14,10,44,9,39,40
44,37,10,9,41,38,39,40
34,57,13,11,41,9,39,50
17,57,8,7,44,49,19,15
48,57,15,13,41,61,39,45
34,57,14,10,11,0,19,30
46,37,8,7,44,49,39,40
41,57,16,14,11,16,19,40
40,57,10,9,41,38,39,40
38,67,10,9,41,58,19,40
30,67,16,14,41,58,39,10
23,57,9,8,44,38,19,40
46,57,15,13,41,61,39,55
30,57,15,13,41,16,39,43
29,57,15,13,41,58,39,40
62,67,15,13,41,0,39,38
46,57,10,9,41,71,39,40
25,57,15,13,44,0,19,40
29,57,10,9,44,16,19,40
43,57,14,10,44,0,19,40
49,67,14,10,41,38,39,40
24,37,14,10,41,59,39,72
37,57,15,13,41,16,39,45
52,57,10,9,41,16,39,48
52,64,5,4,41,9,39,40
67,64,10,9,41,17,39,50
40,57,14,10,41,69,19,40
21,57,14,10,44,25,39,20
51,57,10,9,41,38,39,40
31,37,15,13,44,58,19,40
23,57,10,9,44,16,39,45
32,57,14,10,41,16,39,60
35,57,14,10,41,58,39,40
47,64,13,11,41,61,39,40
52,57,10,9,11,49,39,40
58,67,10,9,41,9,39,40
51,37,10,9,44,49,39,40
47,18,10,9,41,9,39,40
55,57,10,9,11,61,19,37
55,57,16,14,11,16,39,40
35,57,10,9,41,61,39,50
39,57,12,12,77,0,19,45
36,57,10,9,41,9,39,40
23,67,3,3,44,71,39,35
40,57,14,10,11,38,19,40
46,57,13,11,41,9,39,40
18,57,10,9,44,61,19,25
46,57,14,10,41,38,39,40
50,67,10,9,41,58,39,52
57,18,10,9,41,9,39,40
34,57,13,11,44,71,39,40
33,57,10,9,44,49,39,40
32,57,10,9,44,38,19,40
63,37,10,9,41,16,39,55
24,18,15,13,44,2,39,40
31,57,10,9,11,49,19,25
32,57,10,9,11,0,19,40
30,57,10,9,44,61,39,40
57,64,7,6,11,16,39,60
25,57,10,9,41,49,19,25
38,57,14,10,41,16,39,40
79,18,17,16,77,16,39,6
43,57,16,14,41,58,39,45
63,18,16,14,41,16,39,50
19,57,10,9,44,59,39,32
49,57,15,13,44,16,39,45
52,67,13,11,41,16,39,40
54,63,12,12,41,61,39,50
32,64,7,6,11,9,39,40
51,57,6,5,41,9,39,40
19,57,14,10,44,9,39,45
22,67,15,13,44,58,19,43
41,57,14,10,41,9,39,40
34,57,10,9,41,16,39,40
37,57,14,10,44,0,19,40
44,57,10,9,41,17,39,70
44,57,10,9,42,71,39,32
34,18,16,14,41,0,39,50
57,57,3,3,41,71,39,40
41,57,14,10,41,61,39,40
48,18,10,9,41,0,39,36
34,57,14,10,44,9,39,40
26,57,10,9,44,9,39,40
66,37,16,14,77,58,19,40
19,57,14,10,44,16,19,30
36,57,15,13,41,16,39,55
40,57,13,11,41,9,39,40
22,57,15,13,44,49,39,30
21,57,14,10,44,9,39,40
36,67,16,14,44,58,19,40
34,64,8,7,41,71,39,60
59,57,10,9,11,38,19,40
34,64,11,15,41,58,39,55
33,57,6,5,11,25,39,70
24,57,6,5,41,61,39,45
37,57,14,10,41,61,19,40
33,57,6,5,41,9,39,33
31,57,10,9,44,71,19,30
32,57,10,9,41,61,39,49
23,57,12,12,44,61,19,36
39,57,9,8,11,0,19,40
42,57,15,13,41,16,19,40
76,18,16,14,77,58,19,15
18,57,8,7,44,49,39,20
34,57,10,9,65,0,19,40
20,18,10,9,44,0,19,40
52,57,9,8,65,38,19,40
42,57,10,9,41,0,39,50
32,57,14,10,44,9,39,40
45,57,10,9,77,49,19,50
60,57,15,13,41,16,39,35
33,57,7,6,44,25,39,40
34,57,14,10,41,61,39,55
28,57,15,13,44,9,39,40
43,57,10,9,41,9,39,40
21,57,10,9,44,25,39,20
25,57,10,9,41,9,39,40
28,57,10,9,41,0,39,40
38,57,10,9,41,9,39,40
31,57,15,13,44,61,39,40
38,57,13,11,41,9,39,40
27,57,14,10,44,0,19,60
18,57,10,9,44,0,39,25
73,57,15,13,41,58,39,30
24,57,14,10,44,49,39,35
45,57,15,13,11,0,19,40
43,57,10,9,41,9,39,40
23,57,14,10,44,0,39,20
29,57,10,9,41,9,39,40
18,57,8,7,44,49,19,20
46,57,7,6,11,9,39,40
61,57,14,10,11,0,19,43
25,57,14,10,41,0,39,40
35,57,14,10,41,9,39,50
25,57,10,9,44,25,39,35
27,37,14,10,44,59,19,40
30,57,14,10,44,61,19,48
30,57,15,13,41,16,39,70
58,57,10,9,44,49,39,25
25,57,16,14,44,58,19,40
31,57,10,9,41,71,39,50
44,57,7,6,65,38,19,40
18,57,8,7,44,0,19,20
27,57,15,13,44,0,19,43
25,57,10,9,41,61,39,40
34,57,14,10,41,61,39,45
36,57,14,10,44,9,39,40
43,57,10,9,44,0,19,40
29,57,15,13,41,16,19,50
34,67,15,13,44,58,39,48
30,57,14,10,44,9,39,55
19,57,14,10,44,58,39,32
36,57,10,9,41,9,39,40
37,57,13,11,41,9,39,40
30,57,11,15,41,58,39,20
20,57,14,10,44,69,19,24
25,57,14,10,44,9,19,40
31,57,14,10,44,9,39,40
39,64,10,9,41,61,39,40
24,57,13,11,44,61,19,40
25,57,10,9,44,25,39,40
40,57,10,9,11,49,39,40
38,37,14,10,42,16,19,35
26,67,10,9,44,9,39,50
59,57,15,13,11,16,39,40
27,57,14,10,44,0,19,15
24,67,15,13,44,0,19,65
57,57,10,9,41,71,39,50
23,57,10,9,44,49,19,35
32,57,10,9,44,38,39,40
55,57,14,10,41,61,39,56
50,63,16,14,41,61,39,55
36,57,13,11,41,9,39,40
27,57,15,13,65,69,39,50
34,57,10,9,41,49,39,45
41,64,14,10,41,61,39,40
62,57,10,9,41,61,39,16
31,57,10,9,41,9,39,40
46,57,11,15,65,58,39,50
45,57,14,10,11,25,39,30
54,57,10,9,41,9,39,40
33,64,14,10,44,61,39,65
45,37,15,13,11,59,39,40
46,57,10,9,41,49,19,40
36,57,12,12,44,71,39,55
34,63,10,9,44,17,39,55
54,57,10,9,41,9,39,48
35,64,10,9,41,16,39,60
33,37,15,13,44,58,19,50
46,57,13,11,41,69,39,40
33,64,10,9,65,9,39,50
28,57,12,12,44,25,39,45
19,57,10,9,44,58,19,40
51,57,10,9,44,0,19,40
56,37,10,9,41,9,39,40
49,57,6,5,11,38,19,40
32,67,10,9,44,0,19,40
23,57,14,10,44,16,39,40
31,57,7,6,41,61,39,40
51,57,10,9,41,9,39,40
20,57,10,9,44,38,39,40
32,57,10,9,41,49,39,54
28,64,14,10,41,0,19,30
49,63,15,13,41,61,39,50
42,57,14,10,44,49,19,40
26,57,14,10,44,25,39,40
19,57,10,9,44,25,39,40
65,64,10,9,41,16,39,24
44,57,15,13,44,58,39,40
43,57,6,5,41,16,39,40
18,57,14,10,44,25,39,30
60,57,13,11,77,9,19,30
56,64,14,10,41,61,39,60
19,57,10,9,44,0,39,25
18,57,14,10,44,61,19,30
53,57,9,8,11,71,19,40
39,57,16,14,44,58,19,40
24,57,14,10,44,0,19,40
48,57,10,9,11,9,39,40
50,37,15,13,41,59,39,44
58,64,10,9,41,61,39,55
22,37,10,9,44,49,19,53
38,57,15,13,44,17,39,40
42,57,10,9,41,9,39,50
17,57,8,7,44,49,39,20
25,57,15,13,41,69,39,35
33,57,10,9,41,49,39,40
69,57,5,4,41,49,39,20
51,57,10,9,41,9,39,40
35,57,10,9,41,38,39,40
30,57,12,12,44,58,19,40
27,57,14,10,44,0,39,40
44,57,10,9,65,49,19,39
53,57,16,14,44,16,19,60
24,57,10,9,44,61,39,30
40,57,10,9,41,38,39,40
37,63,13,11,41,61,39,40
32,57,8,7,11,38,19,40
32,57,15,13,44,58,39,45
22,18,14,10,44,0,39,20
43,57,16,14,11,16,19,50
37,67,10,9,42,49,19,20
19,57,14,10,44,59,39,8
50,18,14,10,41,0,39,40
23,57,15,13,44,58,39,40
53,57,10,9,11,61,19,35
29,57,10,9,11,9,39,40
34,57,10,9,41,61,39,40
35,57,10,9,41,16,39,55
24,57,10,9,44,25,19,36
33,57,14,10,41,49,19,26
36,37,16,14,41,58,39,50
32,57,9,8,41,25,39,40
46,57,10,9,11,71,39,54
57,18,10,9,65,0,19,35
37,18,16,14,44,16,19,40
22,57,10,9,44,49,39,40
66,57,8,7,41,9,39,20
43,57,14,10,42,49,19,40
29,57,10,9,41,0,19,40
61,57,16,14,41,16,39,60
55,57,14,10,11,0,19,40
33,57,10,9,41,38,39,40
47,57,10,9,11,49,19,4
17,57,7,6,44,56,39,30
31,57,9,8,44,17,39,60
53,57,10,9,11,16,19,40
41,57,10,9,41,16,39,40
45,57,10,9,41,38,39,44
37,57,10,9,41,49,39,40
38,57,15,13,44,38,19,8
25,57,10,9,65,25,19,40
58,37,16,14,41,58,39,40
49,57,10,9,41,59,39,40
29,57,13,11,44,58,39,43
26,57,14,10,44,61,19,40
30,57,8,7,41,25,39,50
19,57,14,10,44,61,39,40
24,57,14,10,41,58,39,40
23,57,14,10,44,0,39,24
23,57,14,10,44,25,39,25
25,57,10,9,41,71,39,40
33,57,15,13,41,71,39,40
40,57,12,12,11,0,19,40
18,57,6,5,44,49,39,35
51,57,10,9,41,71,39,60
17,57,8,7,44,61,19,30
36,57,2,2,41,25,39,40
37,57,12,12,11,16,19,48
34,57,14,10,41,17,39,40
20,57,14,10,44,17,39,60
55,57,13,11,11,0,19,40
36,57,10,9,44,61,19,40
44,57,11,15,41,58,39,50
23,57,10,9,44,38,19,16
28,18,15,13,44,58,19,40
35,64,12,12,41,9,39,40
46,63,13,11,11,16,19,63
33,57,10,9,44,69,39,45
20,57,10,9,44,9,39,40
56,57,14,10,41,71,39,40
38,57,14,10,41,71,39,40
38,64,14,10,44,49,19,20
31,57,14,10,44,61,39,45
62,57,15,13,41,16,39,40
35,57,10,9,41,16,39,40
65,57,10,9,44,38,39,10
40,57,12,12,44,69,39,40
67,64,15,13,41,16,39,8
58,57,14,10,41,61,39,45
38,57,15,13,41,16,39,55
37,57,15,13,41,61,39,55
40,37,14,10,41,16,39,42
29,57,12,12,41,69,19,40
27,57,16,14,44,25,39,30
21,57,10,9,44,38,39,40
24,57,10,9,44,38,39,40
45,37,16,14,11,58,39,40
34,57,10,9,41,9,39,40
24,57,15,13,44,16,19,40
26,57,10,9,44,38,19,40
28,57,16,14,41,58,39,60
51,57,13,11,65,58,19,40
65,57,10,9,41,69,39,40
17,57,14,10,44,0,39,20
25,57,10,9,44,69,19,40
39,57,10,9,41,9,39,40
26,57,10,9,41,61,39,50
24,57,10,9,44,56,19,45
22,57,15,13,44,58,39,40
31,57,10,9,41,49,39,40
45,57,10,9,44,38,19,40
24,57,12,12,44,9,39,40
26,37,16,14,44,58,19,40
62,18,14,10,77,59,19,40
24,57,10,9,41,49,39,45
61,37,16,14,44,58,19,25
48,57,10,9,41,38,39,40
40,67,11,15,41,58,39,72
55,57,14,10,11,0,19,38
30,57,10,9,44,49,19,35
44,64,10,9,41,17,39,50
26,57,7,6,44,25,39,40
57,57,14,10,77,49,19,40
37,64,10,9,44,17,39,85
49,18,12,12,41,0,39,60
59,18,15,13,42,16,19,40
41,64,16,14,44,16,19,55
31,57,13,11,41,9,39,40
46,57,15,13,41,9,39,40
21,57,10,9,44,17,39,24
32,57,12,12,41,25,39,40
40,57,15,13,44,49,39,37
51,57,15,13,44,58,39,40
57,57,10,9,41,9,39,40
33,57,10,9,44,71,39,40
41,37,10,9,11,0,19,40
48,57,10,9,41,9,39,40
37,57,13,11,44,9,39,45
17,57,7,6,44,49,39,25
56,57,14,10,41,16,39,45
22,37,3,3,44,25,39,40
45,57,3,3,41,71,39,38
45,57,10,9,11,0,19,40
47,64,10,9,41,17,39,60
30,57,10,9,44,38,39,40
20,57,10,9,44,9,39,25
56,57,8,7,41,71,39,40
54,37,13,11,41,71,39,40
46,57,14,10,44,9,39,40
24,57,8,7,11,61,19,35
51,57,10,9,41,71,39,50
31,57,14,10,41,0,39,55
30,57,5,4,44,9,39,50
39,57,16,14,44,58,39,60
34,57,10,9,44,25,39,40
21,57,10,9,44,49,39,35
22,57,14,10,44,61,19,17
20,57,13,11,44,0,19,40
80,37,10,9,77,49,19,32
50,57,10,9,11,9,19,45
24,57,10,9,44,25,39,25
48,18,10,9,41,0,39,40
23,57,7,6,44,25,39,40
39,57,15,13,11,16,19,48
44,57,10,9,41,9,39,45
55,57,10,9,11,25,19,40
61,57,10,9,44,0,19,40
48,18,14,10,41,9,39,40
24,57,12,12,44,38,39,20
37,57,13,11,11,58,19,40
56,57,10,9,44,0,19,38
56,57,7,6,44,25,39,40
59,57,10,9,77,58,19,18
69,57,10,9,41,61,19,40
47,37,13,11,11,0,19,40
34,63,14,10,41,16,39,65
58,37,16,14,44,58,39,35
33,37,13,11,41,59,39,48
34,57,15,13,11,58,19,40
58,67,15,13,41,0,39,35
24,57,15,13,44,58,19,40
49,57,9,8,41,38,39,39
58,57,10,9,11,0,19,36
49,57,10,9,41,16,39,30
38,57,15,13,41,58,39,50
21,57,14,10,44,25,39,40
38,37,14,10,41,59,39,60
54,57,8,7,11,56,19,10
25,57,10,9,41,9,39,48
23,57,15,13,44,0,19,40
35,57,12,12,41,0,39,40
31,64,10,9,11,9,39,60
38,64,14,10,41,17,19,15
65,57,15,13,41,9,39,40
36,57,10,9,41,71,39,60
47,57,14,10,41,0,39,45
56,57,10,9,41,16,39,55
37,57,10,9,11,0,19,40
73,64,9,8,41,17,39,18
26,18,14,10,41,0,39,40
33,57,17,16,41,58,39,60
24,57,14,10,44,25,39,40
64,64,10,9,77,49,19,40
24,57,10,9,44,61,39,40
18,57,8,7,44,49,19,20
61,63,15,13,41,61,39,50
58,37,15,13,44,58,19,37
30,57,10,9,44,61,19,35
52,57,13,11,41,0,39,40
26,57,10,9,44,71,39,40
38,57,13,11,41,9,39,50
47,67,5,4,41,71,39,40
36,57,10,9,11,16,39,40
36,64,11,15,41,61,39,30
38,57,12,12,41,0,39,40
41,57,14,10,65,9,39,40
21,57,9,8,44,17,39,40
18,57,8,7,44,49,39,10
40,57,13,11,41,58,39,40
36,57,14,10,41,16,39,65
31,57,10,9,11,9,39,45
48,64,14,10,41,71,39,40
32,37,15,13,44,58,39,35
56,67,10,9,77,0,19,40
32,57,10,9,44,17,39,35
33,57,14,10,11,0,19,38
24,57,10,9,41,61,39,48
38,57,6,5,41,49,19,24
29,57,10,9,44,16,19,45
51,57,15,13,65,58,39,40
35,57,9,8,41,9,39,40
19,57,14,10,44,49,19,20
31,57,14,10,41,49,39,40
22,18,14,10,44,16,39,40
34,57,10,9,41,9,39,35
40,57,15,13,41,16,39,65
43,18,11,15,41,58,39,50
23,57,10,9,44,25,39,50
22,57,15,13,44,16,19,30
31,57,14,10,11,49,19,15
38,57,10,9,41,61,39,45
28,57,10,9,11,71,39,70
33,67,14,10,11,49,19,40
45,57,14,10,11,0,19,45
25,57,10,9,44,0,19,40
22,57,15,13,44,16,19,40
37,64,10,9,41,17,39,50
22,57,15,13,44,61,39,40
45,64,16,14,44,58,19,60
35,57,10,9,44,38,39,40
43,57,10,9,41,9,39,40
34,57,15,13,44,0,39,40
44,64,14,10,44,9,39,12
23,57,10,9,44,61,19,40
31,57,10,9,44,61,19,40
34,67,17,16,44,58,19,60
42,57,15,13,42,71,39,60
21,57,10,9,44,59,39,40
72,57,6,5,41,16,19,48
32,57,13,11,44,58,39,40
27,57,15,13,44,61,39,45
24,18,15,13,44,58,19,40
30,57,14,10,44,49,19,40
43,67,10,9,11,0,19,50
28,57,10,9,11,71,39,50
25,57,10,9,65,9,39,40
19,57,14,10,44,49,19,35
35,64,10,9,41,9,39,40
23,57,6,5,44,71,39,40
35,57,15,13,44,0,19,40
43,64,10,9,11,9,39,35
29,57,10,9,44,61,19,35
38,57,14,10,41,16,39,50
23,57,14,10,41,9,39,60
60,57,10,9,11,59,39,40
47,67,10,9,41,49,39,40
37,37,11,15,41,58,39,60
53,18,10,9,41,0,39,40
29,57,10,9,44,9,39,40
73,57,7,6,77,49,19,10
23,57,14,10,44,25,39,40
34,57,10,9,41,71,39,40
37,57,7,6,11,9,39,40
42,18,13,11,11,58,19,40
61,57,10,9,41,9,39,45
54,57,15,13,44,49,19,50
42,57,10,9,11,25,19,40
47,64,16,14,11,58,39,40
64,57,10,9,77,0,19,8
46,57,10,9,41,9,39,40
23,57,14,10,44,58,19,45
20,67,12,12,44,58,39,30
36,57,10,9,41,38,39,40
56,57,5,4,11,38,19,40
55,37,10,9,41,25,39,40
70,57,8,7,41,71,39,40
41,57,15,13,44,58,19,45
48,57,10,9,11,49,19,20
64,57,10,9,41,59,39,40
50,57,14,10,41,61,39,50
19,57,10,9,44,61,39,25
73,64,14,10,41,61,39,6
43,57,10,9,11,16,19,40
19,57,10,9,44,49,19,40
80,57,11,15,41,58,39,35
42,18,10,9,44,0,19,40
26,57,15,13,44,25,39,40
20,57,14,10,44,25,39,40
69,64,13,11,41,61,39,8
35,57,8,7,11,38,19,40
28,57,7,6,11,25,39,40
60,57,15,13,11,16,19,40
62,79,12,12,41,17,39,50
47,64,15,13,44,17,39,65
26,57,10,9,44,49,39,40
60,18,10,9,44,0,19,40
54,37,10,9,41,9,39,40
49,57,15,13,41,9,39,40
17,57,6,5,44,71,39,20
45,57,16,14,11,16,19,40
51,57,10,9,11,56,19,40
21,57,10,9,41,38,39,40
34,57,8,7,11,25,39,43
26,57,15,13,44,61,39,40
22,57,14,10,44,25,19,36
37,57,10,9,41,9,39,68
43,37,12,12,41,69,39,43
29,57,10,9,41,38,39,50
61,57,10,9,41,49,19,4
36,57,10,9,41,9,39,40
44,57,15,13,41,16,39,45
39,57,12,12,44,9,39,40
27,57,10,9,44,49,19,40
62,64,14,10,41,17,39,80
26,57,15,13,41,58,39,50
27,57,3,3,44,49,39,75
46,57,12,12,11,58,19,40
25,57,16,14,44,0,39,40
51,57,10,9,41,0,39,50
21,57,10,9,44,38,39,40
31,57,10,9,44,9,39,18
28,64,15,13,44,16,39,50
25,64,10,9,65,9,39,35
49,57,10,9,44,9,39,40
49,37,10,9,41,59,39,40
33,64,14,10,41,61,39,25
48,57,14,10,41,58,39,40
50,57,10,9,42,16,19,10
20,57,10,9,44,49,39,50
37,64,10,9,11,16,19,70
26,57,15,13,44,0,39,40
36,57,7,6,44,25,39,40
23,57,15,13,44,16,19,45
36,57,15,13,11,16,19,45
21,57,10,9,44,9,39,40
41,57,14,10,41,0,19,40
18,57,14,10,44,0,19,25
31,37,15,13,11,58,19,40
47,57,12,12,11,61,39,44
36,57,15,13,41,58,39,45
25,57,15,13,65,16,39,40
44,57,10,9,44,9,39,58
49,57,14,10,44,16,19,40
23,57,14,10,44,0,19,40
55,64,7,6,41,61,39,35
23,57,3,3,41,25,39,40
32,57,14,10,41,58,39,40
21,57,10,9,44,61,19,30
25,63,13,11,44,71,39,55
19,57,14,10,44,25,39,40
22,57,14,10,44,0,19,40
39,67,17,16,11,58,19,40
25,57,12,12,11,0,19,40
39,57,15,13,44,16,39,40
49,57,5,4,41,25,39,40
26,57,14,10,41,71,39,65
25,57,14,10,44,61,39,35
48,57,15,13,11,25,39,43
31,57,13,11,41,71,39,30
30,57,14,10,44,38,19,40
36,64,10,9,41,17,39,70
22,57,15,13,44,0,19,25
56,57,10,9,41,16,39,50
28,57,6,5,41,38,19,40
42,57,15,13,11,0,19,40
49,57,11,15,44,58,19,55
27,57,10,9,41,49,39,40
36,67,3,3,41,49,39,40
20,57,14,10,44,0,19,40
39,64,16,14,41,9,39,55
37,37,10,9,41,59,39,40
21,57,10,9,44,61,39,30
31,57,10,9,44,17,19,60
22,57,14,10,44,49,39,50
17,57,8,7,44,25,39,25
29,57,15,13,44,9,19,45
40,57,10,9,41,9,39,40
20,57,14,10,44,49,39,40
34,57,14,10,11,61,19,60
23,57,5,4,44,49,39,25
26,57,15,13,41,61,39,55
48,67,14,10,11,16,19,40
50,57,10,9,41,61,39,48
46,57,12,12,44,58,19,36
41,57,10,9,44,38,39,40
37,57,8,7,41,9,39,50
33,64,10,9,44,17,39,70
40,64,10,9,11,16,39,50
20,57,14,10,44,49,39,20
53,57,10,9,41,71,39,60
35,57,8,7,44,38,39,50
43,57,9,8,41,9,39,40
61,57,10,9,41,16,39,50
32,37,10,9,41,9,39,40
39,64,14,10,44,9,39,25
34,57,14,10,41,25,39,40
26,57,15,13,44,58,39,38
32,18,10,9,44,49,39,40
30,57,14,10,11,49,19,35
38,57,14,10,41,61,39,40
63,57,10,9,44,16,39,40
21,57,10,9,44,0,19,45
35,57,10,9,11,49,19,40
22,57,14,10,11,61,19,48
21,57,14,10,44,49,39,40
32,57,14,10,41,58,39,40
61,57,3,3,41,9,39,40
60,57,10,9,11,49,19,38
26,57,10,9,44,9,39,40
46,57,14,10,41,0,39,40
43,57,10,9,44,0,19,60
57,37,15,13,77,58,19,35
41,63,14,10,41,17,39,54
53,57,10,9,41,0,19,40
47,57,10,9,44,0,19,40
27,57,5,4,41,49,19,40
53,57,14,10,44,0,19,40
43,57,10,9,41,16,39,50
42,57,12,12,11,0,19,40
23,57,15,13,44,9,39,40
44,57,10,9,41,16,39,60
28,57,7,6,42,9,39,40
38,57,10,9,41,9,39,40
38,57,10,9,41,38,19,40
43,63,13,11,41,16,39,50
40,57,14,10,41,61,39,50
25,57,10,9,44,9,39,40
23,57,14,10,44,16,39,40
63,57,10,9,41,25,39,40
51,57,15,13,41,16,39,50
24,57,10,9,41,9,39,60
23,57,10,9,44,49,19,25
21,57,10,9,41,9,39,40
20,57,14,10,44,0,39,48
32,57,10,9,44,9,39,50
23,57,10,9,44,0,19,30
73,57,10,9,41,17,39,40
42,57,14,10,41,58,39,50
20,57,10,9,44,61,19,32
41,57,10,9,41,71,39,40
47,57,10,9,41,71,39,50
23,57,10,9,44,49,39,35
36,37,16,14,44,58,19,40
27,57,10,9,44,9,39,40
22,57,10,9,44,0,19,40
52,57,14,10,41,61,39,65
24,57,10,9,65,61,19,48
39,63,10,9,41,16,39,40
34,64,13,11,41,9,39,75
34,57,14,10,41,49,39,40
41,57,10,9,41,69,39,40
23,57,15,13,44,0,19,20
44,57,15,13,41,16,39,40
23,37,10,9,44,58,19,40
67,64,10,9,41,17,39,55
50,67,15,13,41,16,39,40
48,63,15,13,41,17,39,70
40,57,15,13,41,58,39,45
44,57,16,14,41,16,39,50
62,79,14,10,41,0,19,16
28,57,10,9,44,9,39,40
24,57,14,10,44,61,19,40
27,57,10,9,44,49,19,40
22,57,10,9,65,49,19,35
20,57,14,10,44,49,19,25
54,57,16,14,41,16,39,52
47,57,14,10,41,71,39,50
47,37,10,9,11,16,19,40
27,57,10,9,42,49,19,40
50,63,15,13,41,0,39,40
46,57,13,11,44,71,39,50
51,57,14,10,41,9,39,40
51,57,12,12,11,69,39,30
30,57,14,10,44,9,39,40
21,67,14,10,44,49,19,14
32,57,10,9,44,9,39,40
39,63,15,13,41,16,39,45
26,57,13,11,44,0,19,45
76,64,5,4,41,9,39,10
23,57,13,11,44,69,19,40
38,57,10,9,41,25,39,40
48,57,6,5,11,61,19,40
60,64,16,14,11,58,19,10
64,37,10,9,41,0,19,35
26,57,10,9,44,71,39,40
42,57,14,10,41,49,19,23
35,57,10,9,41,49,19,38
39,57,16,14,41,16,39,40
42,57,15,13,11,16,19,40
26,67,14,10,44,49,39,20
29,57,14,10,41,38,39,38
39,64,14,10,65,9,39,60
37,57,10,9,41,71,39,40
45,57,14,10,11,38,19,40
28,57,15,13,44,0,39,40
34,57,14,10,41,49,39,50
40,57,14,10,65,0,19,45
43,57,3,3,41,38,19,40
39,57,8,7,11,49,39,40
27,37,15,13,41,59,39,45
29,79,14,10,41,17,39,65
49,37,8,7,11,25,39,40
40,57,15,13,65,61,39,40
47,37,10,9,41,16,39,40
33,57,10,9,65,49,19,40
56,37,14,10,41,9,39,41
22,57,10,9,41,9,39,35
21,57,12,12,44,0,19,25
54,57,2,2,41,71,39,50
42,57,10,9,41,38,19,40
44,57,2,2,41,49,19,40
37,57,10,9,41,25,39,40
40,57,10,9,11,49,39,60
27,57,15,13,41,16,39,40
24,57,14,10,44,16,39,20
21,57,7,6,65,61,19,38
56,64,14,10,41,49,39,45
32,57,15,13,41,16,39,48
21,57,10,9,44,25,19,35
36,57,16,14,41,49,39,40
25,57,10,9,44,9,39,50
27,57,14,10,41,25,19,35
62,67,16,14,41,58,39,60
44,57,10,9,41,71,39,40
58,57,16,14,41,16,39,40
27,57,15,13,41,16,19,40
30,37,10,9,41,25,39,25
28,57,7,6,44,49,19,30
30,57,15,13,11,16,39,40
31,57,14,10,44,38,19,50
37,57,10,9,41,49,19,30
30,57,14,10,44,38,39,40
26,64,14,10,41,9,39,45
32,57,10,9,41,9,39,50
20,57,14,10,44,17,19,40
20,57,12,12,44,61,19,25
42,57,10,9,41,25,39,40
55,57,10,9,11,16,39,60
18,57,8,7,44,61,19,10
57,57,10,9,77,71,39,50
36,57,10,9,11,38,19,38
49,57,13,11,41,0,39,40
31,57,14,10,41,58,39,50
58,57,10,9,11,49,19,35
47,64,14,10,11,9,39,40
25,57,15,13,44,16,39,40
20,57,10,9,41,0,19,40
63,57,10,9,11,58,19,72
23,37,14,10,44,0,39,30
19,57,9,8,44,17,19,30
64,57,5,4,41,9,39,40
24,57,10,9,44,25,39,40
47,57,10,9,65,49,19,35
58,57,10,9,11,0,19,40
62,37,6,5,11,59,39,24
61,57,6,5,44,38,19,40
26,57,13,11,65,49,39,40
55,57,5,4,41,9,39,41
31,57,10,9,41,71,39,45
46,57,13,11,11,0,19,40
18,57,9,8,44,61,19,15
59,18,14,10,41,69,39,40
40,37,16,14,41,58,39,40
34,67,9,8,44,0,19,40
32,57,3,3,41,49,39,40
52,57,10,9,65,49,19,20
29,57,14,10,44,58,19,40
31,57,12,12,11,0,19,41
55,57,12,12,11,61,19,30
37,67,14,10,41,16,39,38
43,57,14,10,41,71,39,60
57,57,10,9,11,0,19,40
28,57,10,9,44,38,39,40
23,57,7,6,41,25,39,40
43,67,10,9,41,49,39,40
47,57,10,9,41,0,19,40
32,57,10,9,41,71,39,50
32,57,10,9,11,25,39,40
33,57,10,9,44,0,39,40
55,57,8,7,41,16,39,45
